x,y,z,intensity
-2.6400,3.4800,-0.0239,0.4968
-2.6400,3.6000,-0.0486,0.4858
-2.6400,3.7200,-0.0697,0.4561
-2.6400,3.8400,-0.0864,0.4339
-2.6400,3.9600,-0.0981,0.3999
-2.6400,4.0800,-0.1045,0.4120
-2.6400,4.2000,-0.1054,0.4407
-2.6400,4.3200,-0.1010,0.4160
-2.6400,4.4400,-0.0918,0.4313
-2.6400,4.5600,-0.0785,0.4569
-2.6400,4.6800,-0.0620,0.4520
-2.5200,-4.8000,-0.0537,0.4412
-2.5200,-4.6800,-0.0715,0.4457
-2.5200,-4.5600,-0.0865,0.4136
-2.5200,-4.4400,-0.0977,0.4282
-2.5200,-4.3200,-0.1042,0.3959
-2.5200,-4.2000,-0.1055,0.4212
-2.5200,-4.0800,-0.1011,0.4136
-2.5200,-3.9600,-0.0910,0.4274
-2.5200,-3.8400,-0.0756,0.4304
-2.5200,-3.7200,-0.0553,0.4382
-2.5200,-3.6000,-0.0310,0.4562
-2.5200,-3.4800,-0.0037,0.4801
-2.5200,-3.3600,0.0253,0.5445
-2.5200,-3.2400,0.0548,0.5197
-2.5200,-3.1200,0.0834,0.5758
-2.5200,-3.0000,0.1098,0.6124
-2.5200,-2.8800,0.1328,0.5887
-2.5200,-2.7600,0.1513,0.6244
-2.5200,-2.6400,0.1647,0.6095
-2.5200,-2.5200,0.1723,0.6431
-2.5200,-2.4000,0.1740,0.6553
-2.5200,-2.2800,0.1698,0.6122
-2.5200,-2.1600,0.1599,0.6422
-2.5200,-2.0400,0.1449,0.6378
-2.5200,-1.9200,0.1255,0.5815
-2.5200,-1.8000,0.1026,0.5594
-2.5200,-1.6800,0.0771,0.5475
-2.5200,-1.5600,0.0500,0.5231
-2.5200,-1.4400,0.0221,0.5227
-2.5200,-1.3200,-0.0055,0.4792
-2.5200,-1.2000,-0.0321,0.4885
-2.5200,-1.0800,-0.0572,0.4734
-2.5200,-0.9600,-0.0802,0.4315
-2.5200,-0.8400,-0.1007,0.4399
-2.5200,-0.7200,-0.1186,0.3939
-2.5200,-0.6000,-0.1337,0.3727
-2.5200,-0.4800,-0.1459,0.4048
-2.5200,-0.3600,-0.1553,0.3658
-2.5200,-0.2400,-0.1620,0.3619
-2.5200,-0.1200,-0.1660,0.3751
-2.5200,0.0000,-0.1673,0.3614
-2.5200,0.1200,-0.1660,0.3589
-2.5200,0.2400,-0.1620,0.3953
-2.5200,0.3600,-0.1553,0.3946
-2.5200,0.4800,-0.1459,0.3676
-2.5200,0.6000,-0.1337,0.3681
-2.5200,0.7200,-0.1186,0.4158
-2.5200,0.8400,-0.1007,0.4000
-2.5200,0.9600,-0.0802,0.4136
-2.5200,1.0800,-0.0572,0.4475
-2.5200,1.2000,-0.0321,0.4772
-2.5200,1.3200,-0.0055,0.5051
-2.5200,1.4400,0.0221,0.5195
-2.5200,1.5600,0.0500,0.5438
-2.5200,1.6800,0.0771,0.5593
-2.5200,1.8000,0.1026,0.5697
-2.5200,1.9200,0.1255,0.5944
-2.5200,2.0400,0.1449,0.6172
-2.5200,2.1600,0.1599,0.6097
-2.5200,2.2800,0.1698,0.6415
-2.5200,2.4000,0.1740,0.6337
-2.5200,2.5200,0.1723,0.6295
-2.5200,2.6400,0.1647,0.6245
-2.5200,2.7600,0.1513,0.6086
-2.5200,2.8800,0.1328,0.6033
-2.5200,3.0000,0.1098,0.5845
-2.5200,3.1200,0.0834,0.5611
-2.5200,3.2400,0.0548,0.5566
-2.5200,3.3600,0.0253,0.5150
-2.5200,3.4800,-0.0037,0.5187
-2.5200,3.6000,-0.0310,0.4640
-2.5200,3.7200,-0.0553,0.4509
-2.5200,3.8400,-0.0756,0.4395
-2.5200,3.9600,-0.0910,0.4187
-2.5200,4.0800,-0.1011,0.4025
-2.5200,4.2000,-0.1055,0.4082
-2.5200,4.3200,-0.1042,0.4374
-2.5200,4.4400,-0.0977,0.4107
-2.5200,4.5600,-0.0865,0.4532
-2.5200,4.6800,-0.0715,0.4643
-2.4000,-4.8000,-0.0632,0.4455
-2.4000,-4.6800,-0.0799,0.4537
-2.4000,-4.5600,-0.0931,0.4091
-2.4000,-4.4400,-0.1020,0.3947
-2.4000,-4.3200,-0.1056,0.4246
-2.4000,-4.2000,-0.1036,0.4366
-2.4000,-4.0800,-0.0956,0.4280
-2.4000,-3.9600,-0.0819,0.4509
-2.4000,-3.8400,-0.0630,0.4379
-2.4000,-3.7200,-0.0394,0.4779
-2.4000,-3.6000,-0.0124,0.4961
-2.4000,-3.4800,0.0170,0.5231
-2.4000,-3.3600,0.0473,0.5234
-2.4000,-3.2400,0.0770,0.5380
-2.4000,-3.1200,0.1048,0.6043
-2.4000,-3.0000,0.1292,0.6227
-2.4000,-2.8800,0.1492,0.5979
-2.4000,-2.7600,0.1637,0.6203
-2.4000,-2.6400,0.1721,0.6485
-2.4000,-2.5200,0.1740,0.6598
-2.4000,-2.4000,0.1694,0.6519
-2.4000,-2.2800,0.1584,0.6508
-2.4000,-2.1600,0.1417,0.6245
-2.4000,-2.0400,0.1200,0.5960
-2.4000,-1.9200,0.0942,0.5961
-2.4000,-1.8000,0.0654,0.5750
-2.4000,-1.6800,0.0347,0.5461
-2.4000,-1.5600,0.0031,0.4976
-2.4000,-1.4400,-0.0282,0.4950
-2.4000,-1.3200,-0.0585,0.4517
-2.4000,-1.2000,-0.0870,0.4182
-2.4000,-1.0800,-0.1131,0.4290
-2.4000,-0.9600,-0.1364,0.3757
-2.4000,-0.8400,-0.1567,0.3887
-2.4000,-0.7200,-0.1739,0.3517
-2.4000,-0.6000,-0.1881,0.3388
-2.4000,-0.4800,-0.1993,0.3469
-2.4000,-0.3600,-0.2078,0.3435
-2.4000,-0.2400,-0.2138,0.3445
-2.4000,-0.1200,-0.2173,0.3508
-2.4000,0.0000,-0.2184,0.3155
-2.4000,0.1200,-0.2173,0.3275
-2.4000,0.2400,-0.2138,0.3406
-2.4000,0.3600,-0.2078,0.3137
-2.4000,0.4800,-0.1993,0.3562
-2.4000,0.6000,-0.1881,0.3324
-2.4000,0.7200,-0.1739,0.3832
-2.4000,0.8400,-0.1567,0.3503
-2.4000,0.9600,-0.1364,0.3740
-2.4000,1.0800,-0.1131,0.3906
-2.4000,1.2000,-0.0870,0.4416
-2.4000,1.3200,-0.0585,0.4754
-2.4000,1.4400,-0.0282,0.4879
-2.4000,1.5600,0.0031,0.5222
-2.4000,1.6800,0.0347,0.5375
-2.4000,1.8000,0.0654,0.5466
-2.4000,1.9200,0.0942,0.5528
-2.4000,2.0400,0.1200,0.5919
-2.4000,2.1600,0.1417,0.6373
-2.4000,2.2800,0.1584,0.6288
-2.4000,2.4000,0.1694,0.6159
-2.4000,2.5200,0.1740,0.6345
-2.4000,2.6400,0.1721,0.6323
-2.4000,2.7600,0.1637,0.6550
-2.4000,2.8800,0.1492,0.6133
-2.4000,3.0000,0.1292,0.5964
-2.4000,3.1200,0.1048,0.6034
-2.4000,3.2400,0.0770,0.5484
-2.4000,3.3600,0.0473,0.5230
-2.4000,3.4800,0.0170,0.5360
-2.4000,3.6000,-0.0124,0.5134
-2.4000,3.7200,-0.0394,0.4448
-2.4000,3.8400,-0.0630,0.4263
-2.4000,3.9600,-0.0819,0.4252
-2.4000,4.0800,-0.0956,0.4193
-2.4000,4.2000,-0.1036,0.4365
-2.4000,4.3200,-0.1056,0.4010
-2.4000,4.4400,-0.1020,0.4215
-2.4000,4.5600,-0.0931,0.4494
-2.4000,4.6800,-0.0799,0.4179
-2.2800,-4.8000,-0.0717,0.4317
-2.2800,-4.6800,-0.0870,0.4422
-2.2800,-4.5600,-0.0983,0.4371
-2.2800,-4.4400,-0.1046,0.4255
-2.2800,-4.3200,-0.1052,0.4246
-2.2800,-4.2000,-0.0998,0.4220
-2.2800,-4.0800,-0.0884,0.4351
-2.2800,-3.9600,-0.0712,0.4303
-2.2800,-3.8400,-0.0490,0.4463
-2.2800,-3.7200,-0.0226,0.4808
-2.2800,-3.6000,0.0067,0.4912
-2.2800,-3.4800,0.0376,0.5339
-2.2800,-3.3600,0.0684,0.5623
-2.2800,-3.2400,0.0976,0.5817
-2.2800,-3.1200,0.1238,0.5826
-2.2800,-3.0000,0.1455,0.6123
-2.2800,-2.8800,0.1616,0.6298
-2.2800,-2.7600,0.1714,0.6182
-2.2800,-2.6400,0.1741,0.6472
-2.2800,-2.5200,0.1698,0.6527
-2.2800,-2.4000,0.1584,0.6325
-2.2800,-2.2800,0.1407,0.6180
-2.2800,-2.1600,0.1172,0.6033
-2.2800,-2.0400,0.0890,0.5932
-2.2800,-1.9200,0.0573,0.5261
-2.2800,-1.8000,0.0233,0.5193
-2.2800,-1.6800,-0.0117,0.5142
-2.2800,-1.5600,-0.0465,0.4792
-2.2800,-1.4400,-0.0802,0.4189
-2.2800,-1.3200,-0.1117,0.3985
-2.2800,-1.2000,-0.1405,0.3725
-2.2800,-1.0800,-0.1660,0.3632
-2.2800,-0.9600,-0.1881,0.3407
-2.2800,-0.8400,-0.2066,0.3482
-2.2800,-0.7200,-0.2218,0.3169
-2.2800,-0.6000,-0.2339,0.3308
-2.2800,-0.4800,-0.2431,0.2941
-2.2800,-0.3600,-0.2498,0.3169
-2.2800,-0.2400,-0.2543,0.3046
-2.2800,-0.1200,-0.2569,0.3087
-2.2800,0.0000,-0.2578,0.2836
-2.2800,0.1200,-0.2569,0.3161
-2.2800,0.2400,-0.2543,0.3057
-2.2800,0.3600,-0.2498,0.2775
-2.2800,0.4800,-0.2431,0.3249
-2.2800,0.6000,-0.2339,0.3017
-2.2800,0.7200,-0.2218,0.3085
-2.2800,0.8400,-0.2066,0.3203
-2.2800,0.9600,-0.1881,0.3503
-2.2800,1.0800,-0.1660,0.3697
-2.2800,1.2000,-0.1405,0.3943
-2.2800,1.3200,-0.1117,0.4049
-2.2800,1.4400,-0.0802,0.4419
-2.2800,1.5600,-0.0465,0.4678
-2.2800,1.6800,-0.0117,0.5132
-2.2800,1.8000,0.0233,0.5154
-2.2800,1.9200,0.0573,0.5451
-2.2800,2.0400,0.0890,0.5928
-2.2800,2.1600,0.1172,0.5860
-2.2800,2.2800,0.1407,0.6327
-2.2800,2.4000,0.1584,0.6342
-2.2800,2.5200,0.1698,0.6506
-2.2800,2.6400,0.1741,0.6531
-2.2800,2.7600,0.1714,0.6598
-2.2800,2.8800,0.1616,0.6055
-2.2800,3.0000,0.1455,0.6097
-2.2800,3.1200,0.1238,0.5771
-2.2800,3.2400,0.0976,0.5895
-2.2800,3.3600,0.0684,0.5739
-2.2800,3.4800,0.0376,0.5485
-2.2800,3.6000,0.0067,0.5269
-2.2800,3.7200,-0.0226,0.4827
-2.2800,3.8400,-0.0490,0.4392
-2.2800,3.9600,-0.0712,0.4450
-2.2800,4.0800,-0.0884,0.4116
-2.2800,4.2000,-0.0998,0.4144
-2.2800,4.3200,-0.1052,0.4070
-2.2800,4.4400,-0.1046,0.4003
-2.2800,4.5600,-0.0983,0.4365
-2.2800,4.6800,-0.0870,0.4084
-2.1600,-4.8000,-0.0793,0.4496
-2.1600,-4.6800,-0.0930,0.4372
-2.1600,-4.5600,-0.1020,0.4158
-2.1600,-4.4400,-0.1056,0.3932
-2.1600,-4.3200,-0.1032,0.3972
-2.1600,-4.2000,-0.0945,0.4004
-2.1600,-4.0800,-0.0797,0.4493
-2.1600,-3.9600,-0.0592,0.4413
-2.1600,-3.8400,-0.0340,0.4959
-2.1600,-3.7200,-0.0052,0.4961
-2.1600,-3.6000,0.0259,0.5434
-2.1600,-3.4800,0.0575,0.5663
-2.1600,-3.3600,0.0882,0.5807
-2.1600,-3.2400,0.1162,0.5941
-2.1600,-3.1200,0.1399,0.6056
-2.1600,-3.0000,0.1582,0.6176
-2.1600,-2.8800,0.1698,0.6219
-2.1600,-2.7600,0.1742,0.6585
-2.1600,-2.6400,0.1708,0.6264
-2.1600,-2.5200,0.1599,0.6420
-2.1600,-2.4000,0.1417,0.6006
-2.1600,-2.2800,0.1172,0.5873
-2.1600,-2.1600,0.0872,0.5551
-2.1600,-2.0400,0.0531,0.5235
-2.1600,-1.9200,0.0163,0.5121
-2.1600,-1.8000,-0.0218,0.4750
-2.1600,-1.6800,-0.0599,0.4534
-2.1600,-1.5600,-0.0966,0.4256
-2.1600,-1.4400,-0.1309,0.3978
-2.1600,-1.3200,-0.1620,0.3744
-2.1600,-1.2000,-0.1893,0.3454
-2.1600,-1.0800,-0.2126,0.3232
-2.1600,-0.9600,-0.2317,0.3236
-2.1600,-0.8400,-0.2470,0.2805
-2.1600,-0.7200,-0.2586,0.2985
-2.1600,-0.6000,-0.2672,0.2899
-2.1600,-0.4800,-0.2732,0.2728
-2.1600,-0.3600,-0.2773,0.2760
-2.1600,-0.2400,-0.2798,0.2608
-2.1600,-0.1200,-0.2811,0.2972
-2.1600,0.0000,-0.2815,0.2680
-2.1600,0.1200,-0.2811,0.2502
-2.1600,0.2400,-0.2798,0.2692
-2.1600,0.3600,-0.2773,0.2787
-2.1600,0.4800,-0.2732,0.2882
-2.1600,0.6000,-0.2672,0.2640
-2.1600,0.7200,-0.2586,0.2882
-2.1600,0.8400,-0.2470,0.3096
-2.1600,0.9600,-0.2317,0.3206
-2.1600,1.0800,-0.2126,0.3476
-2.1600,1.2000,-0.1893,0.3533
-2.1600,1.3200,-0.1620,0.3694
-2.1600,1.4400,-0.1309,0.4157
-2.1600,1.5600,-0.0966,0.4462
-2.1600,1.6800,-0.0599,0.4294
-2.1600,1.8000,-0.0218,0.4853
-2.1600,1.9200,0.0163,0.4998
-2.1600,2.0400,0.0531,0.5212
-2.1600,2.1600,0.0872,0.5501
-2.1600,2.2800,0.1172,0.6010
-2.1600,2.4000,0.1417,0.5947
-2.1600,2.5200,0.1599,0.6332
-2.1600,2.6400,0.1708,0.6179
-2.1600,2.7600,0.1742,0.6430
-2.1600,2.8800,0.1698,0.6551
-2.1600,3.0000,0.1582,0.6062
-2.1600,3.1200,0.1399,0.6110
-2.1600,3.2400,0.1162,0.5934
-2.1600,3.3600,0.0882,0.5903
-2.1600,3.4800,0.0575,0.5410
-2.1600,3.6000,0.0259,0.4984
-2.1600,3.7200,-0.0052,0.4849
-2.1600,3.8400,-0.0340,0.4483
-2.1600,3.9600,-0.0592,0.4374
-2.1600,4.0800,-0.0797,0.4265
-2.1600,4.2000,-0.0945,0.4251
-2.1600,4.3200,-0.1032,0.3978
-2.1600,4.4400,-0.1056,0.3950
-2.1600,4.5600,-0.1020,0.4318
-2.1600,4.6800,-0.0930,0.4296
-2.0400,-4.8000,-0.0858,0.4515
-2.0400,-4.6800,-0.0977,0.4341
-2.0400,-4.5600,-0.1044,0.4005
-2.0400,-4.4400,-0.1052,0.4166
-2.0400,-4.3200,-0.0997,0.4076
-2.0400,-4.2000,-0.0878,0.4454
-2.0400,-4.0800,-0.0697,0.4413
-2.0400,-3.9600,-0.0463,0.4590
-2.0400,-3.8400,-0.0185,0.4835
-2.0400,-3.7200,0.0123,0.5061
-2.0400,-3.6000,0.0446,0.5462
-2.0400,-3.4800,0.0765,0.5619
-2.0400,-3.3600,0.1063,0.5959
-2.0400,-3.2400,0.1323,0.6033
-2.0400,-3.1200,0.1530,0.6140
-2.0400,-3.0000,0.1672,0.6263
-2.0400,-2.8800,0.1738,0.6140
-2.0400,-2.7600,0.1723,0.6374
-2.0400,-2.6400,0.1625,0.6443
-2.0400,-2.5200,0.1449,0.6366
-2.0400,-2.4000,0.1200,0.6112
-2.0400,-2.2800,0.0890,0.5670
-2.0400,-2.1600,0.0531,0.5427
-2.0400,-2.0400,0.0139,0.4880
-2.0400,-1.9200,-0.0270,0.4601
-2.0400,-1.8000,-0.0680,0.4464
-2.0400,-1.6800,-0.1076,0.4375
-2.0400,-1.5600,-0.1445,0.3608
-2.0400,-1.4400,-0.1778,0.3432
-2.0400,-1.3200,-0.2066,0.3554
-2.0400,-1.2000,-0.2307,0.2999
-2.0400,-1.0800,-0.2498,0.3068
-2.0400,-0.9600,-0.2642,0.2933
-2.0400,-0.8400,-0.2744,0.2931
-2.0400,-0.7200,-0.2811,0.2992
-2.0400,-0.6000,-0.2849,0.2719
-2.0400,-0.4800,-0.2866,0.2679
-2.0400,-0.3600,-0.2871,0.2952
-2.0400,-0.2400,-0.2869,0.2843
-2.0400,-0.1200,-0.2866,0.2931
-2.0400,0.0000,-0.2864,0.2837
-2.0400,0.1200,-0.2866,0.2612
-2.0400,0.2400,-0.2869,0.2755
-2.0400,0.3600,-0.2871,0.2915
-2.0400,0.4800,-0.2866,0.2475
-2.0400,0.6000,-0.2849,0.2577
-2.0400,0.7200,-0.2811,0.2663
-2.0400,0.8400,-0.2744,0.2666
-2.0400,0.9600,-0.2642,0.2784
-2.0400,1.0800,-0.2498,0.3120
-2.0400,1.2000,-0.2307,0.3336
-2.0400,1.3200,-0.2066,0.3121
-2.0400,1.4400,-0.1778,0.3727
-2.0400,1.5600,-0.1445,0.3659
-2.0400,1.6800,-0.1076,0.4000
-2.0400,1.8000,-0.0680,0.4499
-2.0400,1.9200,-0.0270,0.4805
-2.0400,2.0400,0.0139,0.5238
-2.0400,2.1600,0.0531,0.5369
-2.0400,2.2800,0.0890,0.5793
-2.0400,2.4000,0.1200,0.6187
-2.0400,2.5200,0.1449,0.6132
-2.0400,2.6400,0.1625,0.6258
-2.0400,2.7600,0.1723,0.6247
-2.0400,2.8800,0.1738,0.6215
-2.0400,3.0000,0.1672,0.6448
-2.0400,3.1200,0.1530,0.6229
-2.0400,3.2400,0.1323,0.6084
-2.0400,3.3600,0.1063,0.5883
-2.0400,3.4800,0.0765,0.5531
-2.0400,3.6000,0.0446,0.5474
-2.0400,3.7200,0.0123,0.5220
-2.0400,3.8400,-0.0185,0.5085
-2.0400,3.9600,-0.0463,0.4556
-2.0400,4.0800,-0.0697,0.4482
-2.0400,4.2000,-0.0878,0.4241
-2.0400,4.3200,-0.0997,0.4345
-2.0400,4.4400,-0.1052,0.4067
-2.0400,4.5600,-0.1044,0.4109
-2.0400,4.6800,-0.0977,0.4342
-1.9200,-4.8000,-0.0913,0.4501
-1.9200,-4.6800,-0.1012,0.4195
-1.9200,-4.5600,-0.1055,0.4110
-1.9200,-4.4400,-0.1036,0.4037
-1.9200,-4.3200,-0.0950,0.3996
-1.9200,-4.2000,-0.0799,0.4231
-1.9200,-4.0800,-0.0589,0.4645
-1.9200,-3.9600,-0.0327,0.4599
-1.9200,-3.8400,-0.0027,0.4794
-1.9200,-3.7200,0.0296,0.5455
-1.9200,-3.6000,0.0624,0.5615
-1.9200,-3.4800,0.0940,0.5888
-1.9200,-3.3600,0.1224,0.5995
-1.9200,-3.2400,0.1459,0.6227
-1.9200,-3.1200,0.1629,0.6245
-1.9200,-3.0000,0.1725,0.6195
-1.9200,-2.8800,0.1736,0.6257
-1.9200,-2.7600,0.1660,0.6358
-1.9200,-2.6400,0.1497,0.6177
-1.9200,-2.5200,0.1255,0.6002
-1.9200,-2.4000,0.0942,0.5687
-1.9200,-2.2800,0.0573,0.5263
-1.9200,-2.1600,0.0163,0.5282
-1.9200,-2.0400,-0.0270,0.4734
-1.9200,-1.9200,-0.0707,0.4288
-1.9200,-1.8000,-0.1131,0.4294
-1.9200,-1.6800,-0.1526,0.3871
-1.9200,-1.5600,-0.1881,0.3455
-1.9200,-1.4400,-0.2184,0.3226
-1.9200,-1.3200,-0.2431,0.3206
-1.9200,-1.2000,-0.2619,0.2787
-1.9200,-1.0800,-0.2750,0.2759
-1.9200,-0.9600,-0.2830,0.2623
-1.9200,-0.8400,-0.2866,0.2815
-1.9200,-0.7200,-0.2868,0.2766
-1.9200,-0.6000,-0.2846,0.2660
-1.9200,-0.4800,-0.2811,0.2549
-1.9200,-0.3600,-0.2772,0.2746
-1.9200,-0.2400,-0.2737,0.2892
-1.9200,-0.1200,-0.2714,0.2896
-1.9200,0.0000,-0.2706,0.2743
-1.9200,0.1200,-0.2714,0.2939
-1.9200,0.2400,-0.2737,0.2937
-1.9200,0.3600,-0.2772,0.2646
-1.9200,0.4800,-0.2811,0.2741
-1.9200,0.6000,-0.2846,0.2674
-1.9200,0.7200,-0.2868,0.2512
-1.9200,0.8400,-0.2866,0.2728
-1.9200,0.9600,-0.2830,0.2894
-1.9200,1.0800,-0.2750,0.2641
-1.9200,1.2000,-0.2619,0.2752
-1.9200,1.3200,-0.2431,0.2880
-1.9200,1.4400,-0.2184,0.3127
-1.9200,1.5600,-0.1881,0.3678
-1.9200,1.6800,-0.1526,0.3552
-1.9200,1.8000,-0.1131,0.4182
-1.9200,1.9200,-0.0707,0.4305
-1.9200,2.0400,-0.0270,0.4759
-1.9200,2.1600,0.0163,0.5029
-1.9200,2.2800,0.0573,0.5400
-1.9200,2.4000,0.0942,0.5790
-1.9200,2.5200,0.1255,0.5965
-1.9200,2.6400,0.1497,0.6165
-1.9200,2.7600,0.1660,0.6230
-1.9200,2.8800,0.1736,0.6319
-1.9200,3.0000,0.1725,0.6458
-1.9200,3.1200,0.1629,0.6391
-1.9200,3.2400,0.1459,0.6022
-1.9200,3.3600,0.1224,0.6133
-1.9200,3.4800,0.0940,0.5810
-1.9200,3.6000,0.0624,0.5453
-1.9200,3.7200,0.0296,0.4993
-1.9200,3.8400,-0.0027,0.4975
-1.9200,3.9600,-0.0327,0.4697
-1.9200,4.0800,-0.0589,0.4433
-1.9200,4.2000,-0.0799,0.4338
-1.9200,4.3200,-0.0950,0.4264
-1.9200,4.4400,-0.1036,0.4367
-1.9200,4.5600,-0.1055,0.4332
-1.9200,4.6800,-0.1012,0.4297
-1.8000,-4.8000,-0.0958,0.4296
-1.8000,-4.6800,-0.1037,0.4029
-1.8000,-4.5600,-0.1055,0.3985
-1.8000,-4.4400,-0.1007,0.4136
-1.8000,-4.3200,-0.0892,0.4116
-1.8000,-4.2000,-0.0712,0.4433
-1.8000,-4.0800,-0.0474,0.4563
-1.8000,-3.9600,-0.0189,0.4616
-1.8000,-3.8400,0.0129,0.4999
-1.8000,-3.7200,0.0462,0.5364
-1.8000,-3.6000,0.0791,0.5576
-1.8000,-3.4800,0.1098,0.5934
-1.8000,-3.3600,0.1362,0.6247
-1.8000,-3.2400,0.1566,0.6485
-1.8000,-3.1200,0.1697,0.6186
-1.8000,-3.0000,0.1742,0.6580
-1.8000,-2.8800,0.1696,0.6480
-1.8000,-2.7600,0.1558,0.6318
-1.8000,-2.6400,0.1331,0.6226
-1.8000,-2.5200,0.1026,0.5706
-1.8000,-2.4000,0.0654,0.5480
-1.8000,-2.2800,0.0233,0.5271
-1.8000,-2.1600,-0.0218,0.4776
-1.8000,-2.0400,-0.0680,0.4691
-1.8000,-1.9200,-0.1131,0.4066
-1.8000,-1.8000,-0.1553,0.3925
-1.8000,-1.6800,-0.1931,0.3399
-1.8000,-1.5600,-0.2252,0.3300
-1.8000,-1.4400,-0.2507,0.3016
-1.8000,-1.3200,-0.2693,0.2680
-1.8000,-1.2000,-0.2811,0.2802
-1.8000,-1.0800,-0.2865,0.2818
-1.8000,-0.9600,-0.2864,0.2709
-1.8000,-0.8400,-0.2820,0.2809
-1.8000,-0.7200,-0.2745,0.2998
-1.8000,-0.6000,-0.2652,0.2929
-1.8000,-0.4800,-0.2555,0.3003
-1.8000,-0.3600,-0.2466,0.2914
-1.8000,-0.2400,-0.2395,0.2928
-1.8000,-0.1200,-0.2349,0.2977
-1.8000,0.0000,-0.2333,0.3295
-1.8000,0.1200,-0.2349,0.3295
-1.8000,0.2400,-0.2395,0.3291
-1.8000,0.3600,-0.2466,0.3114
-1.8000,0.4800,-0.2555,0.3020
-1.8000,0.6000,-0.2652,0.2756
-1.8000,0.7200,-0.2745,0.3044
-1.8000,0.8400,-0.2820,0.2985
-1.8000,0.9600,-0.2864,0.2635
-1.8000,1.0800,-0.2865,0.2890
-1.8000,1.2000,-0.2811,0.2790
-1.8000,1.3200,-0.2693,0.2721
-1.8000,1.4400,-0.2507,0.3044
-1.8000,1.5600,-0.2252,0.2999
-1.8000,1.6800,-0.1931,0.3582
-1.8000,1.8000,-0.1553,0.3966
-1.8000,1.9200,-0.1131,0.4036
-1.8000,2.0400,-0.0680,0.4603
-1.8000,2.1600,-0.0218,0.5012
-1.8000,2.2800,0.0233,0.5397
-1.8000,2.4000,0.0654,0.5538
-1.8000,2.5200,0.1026,0.5890
-1.8000,2.6400,0.1331,0.6249
-1.8000,2.7600,0.1558,0.6290
-1.8000,2.8800,0.1696,0.6348
-1.8000,3.0000,0.1742,0.6426
-1.8000,3.1200,0.1697,0.6173
-1.8000,3.2400,0.1566,0.6062
-1.8000,3.3600,0.1362,0.6070
-1.8000,3.4800,0.1098,0.5814
-1.8000,3.6000,0.0791,0.5739
-1.8000,3.7200,0.0462,0.5121
-1.8000,3.8400,0.0129,0.5155
-1.8000,3.9600,-0.0189,0.4731
-1.8000,4.0800,-0.0474,0.4674
-1.8000,4.2000,-0.0712,0.4296
-1.8000,4.3200,-0.0892,0.4100
-1.8000,4.4400,-0.1007,0.4400
-1.8000,4.5600,-0.1055,0.4162
-1.8000,4.6800,-0.1037,0.4104
-1.6800,-4.8000,-0.0993,0.4323
-1.6800,-4.6800,-0.1051,0.4224
-1.6800,-4.5600,-0.1045,0.4252
-1.6800,-4.4400,-0.0970,0.4174
-1.6800,-4.3200,-0.0827,0.4416
-1.6800,-4.2000,-0.0620,0.4652
-1.6800,-4.0800,-0.0357,0.4670
-1.6800,-3.9600,-0.0052,0.4998
-1.6800,-3.8400,0.0280,0.5143
-1.6800,-3.7200,0.0619,0.5554
-1.6800,-3.6000,0.0945,0.5848
-1.6800,-3.4800,0.1238,0.5864
-1.6800,-3.3600,0.1477,0.6198
-1.6800,-3.2400,0.1647,0.6140
-1.6800,-3.1200,0.1733,0.6163
-1.6800,-3.0000,0.1726,0.6336
-1.6800,-2.8800,0.1622,0.6099
-1.6800,-2.7600,0.1423,0.6057
-1.6800,-2.6400,0.1135,0.5855
-1.6800,-2.5200,0.0771,0.5672
-1.6800,-2.4000,0.0347,0.5211
-1.6800,-2.2800,-0.0117,0.5045
-1.6800,-2.1600,-0.0599,0.4481
-1.6800,-2.0400,-0.1076,0.4064
-1.6800,-1.9200,-0.1526,0.3702
-1.6800,-1.8000,-0.1931,0.3578
-1.6800,-1.6800,-0.2274,0.3365
-1.6800,-1.5600,-0.2543,0.3132
-1.6800,-1.4400,-0.2732,0.2723
-1.6800,-1.3200,-0.2840,0.2866
-1.6800,-1.2000,-0.2871,0.2557
-1.6800,-1.0800,-0.2832,0.2672
-1.6800,-0.9600,-0.2737,0.2629
-1.6800,-0.8400,-0.2600,0.2685
-1.6800,-0.7200,-0.2438,0.2929
-1.6800,-0.6000,-0.2267,0.3123
-1.6800,-0.4800,-0.2103,0.3359
-1.6800,-0.3600,-0.1959,0.3601
-1.6800,-0.2400,-0.1848,0.3694
-1.6800,-0.1200,-0.1778,0.3618
-1.6800,0.0000,-0.1754,0.3775
-1.6800,0.1200,-0.1778,0.3329
-1.6800,0.2400,-0.1848,0.3338
-1.6800,0.3600,-0.1959,0.3576
-1.6800,0.4800,-0.2103,0.3450
-1.6800,0.6000,-0.2267,0.3247
-1.6800,0.7200,-0.2438,0.3276
-1.6800,0.8400,-0.2600,0.2739
-1.6800,0.9600,-0.2737,0.3022
-1.6800,1.0800,-0.2832,0.2917
-1.6800,1.2000,-0.2871,0.2518
-1.6800,1.3200,-0.2840,0.2928
-1.6800,1.4400,-0.2732,0.2574
-1.6800,1.5600,-0.2543,0.2979
-1.6800,1.6800,-0.2274,0.3338
-1.6800,1.8000,-0.1931,0.3392
-1.6800,1.9200,-0.1526,0.3972
-1.6800,2.0400,-0.1076,0.4306
-1.6800,2.1600,-0.0599,0.4420
-1.6800,2.2800,-0.0117,0.4746
